iteration,level,temperature,current,best,accepted
0,0,2421.8992190348631,51487,51487,0
4800,1,2421.8992190348631,47131,31857,4142
9600,2,2373.4612346541658,39264,31857,8243
14400,3,2325.9920099610822,42033,31857,12288
19200,4,2279.4721697618606,43708,31857,16413
24000,5,2233.8827263666235,45139,31857,20405
28800,6,2189.2050718392907,46734,31857,24436
33600,7,2145.4209704025047,49299,31857,28445
38400,8,2102.5125509944546,48513,31857,32431
43200,9,2060.4622999745657,41513,31857,36435
48000,10,2019.2530539750744,44012,31857,40385
52800,11,1978.8679928955728,47495,31857,44346
57600,12,1939.2906330376613,46231,31857,48246
62400,13,1900.5048203769081,45567,31857,52167
67200,14,1862.4947239693699,40138,31857,56058
72000,15,1825.2448294899825,41824,30713,60010
76800,16,1788.7399329001828,39408,30713,63854
81600,17,1752.9651342421791,42824,30713,67697
86400,18,1717.9058315573357,43408,30713,71555
91200,19,1683.5477149261887,39420,30713,75370
96000,20,1649.8767606276649,41381,30713,79172
100800,21,1616.8792254151117,47867,30713,82948
105600,22,1584.5416409068093,45182,30713,86652
110400,23,1552.8508080886731,41570,30713,90410
115200,24,1521.7937919268995,42439,30713,94101
120000,25,1491.3579160883617,40821,30713,97794
124800,26,1461.5307577665942,40525,30713,101528
129600,27,1432.3001426112623,37511,29661,105148
134400,28,1403.6541397590372,43779,29661,108783
139200,29,1375.5810569638563,37786,28878,112383
144000,30,1348.0694358245794,40266,28828,115892
148800,31,1321.1080471080877,34048,28828,119356
153600,32,1294.6858861659259,45686,28828,122803
158400,33,1268.7921684426074,40512,28828,126255
163200,34,1243.4163250737554,36972,28828,129704
168000,35,1218.5479985722802,41514,28828,133172
172800,36,1194.1770386008345,41560,28828,136519
177600,37,1170.2934978288179,40215,28828,139908
182400,38,1146.8876278722414,34191,28828,143267
187200,39,1123.9498753147966,35258,28828,146543
192000,40,1101.4708778085007,44360,27968,149815
196800,41,1079.4414602523307,36239,27968,153012
201600,42,1057.8526310472839,40518,27968,156210
206400,43,1036.6955784263382,38774,27968,159419
211200,44,1015.9616668578113,33209,27968,162601
216000,45,995.64243352065512,36144,27605,165709
220800,46,975.72958485024208,34663,27605,168825
225600,47,956.21499315323717,38376,25676,171872
230400,48,937.09069329017245,35461,25676,174879
235200,49,918.34887942436899,36667,25676,177915
240000,50,899.98190183588144,34073,25676,180943
244800,51,881.98226379916389,33099,25676,183913
249600,52,864.34261852318059,34688,25676,186834
254400,53,847.05576615271696,31604,25676,189653
259200,54,830.11465082966254,35333,25592,192550
264000,55,813.51235781306934,34692,25592,195419
268800,56,797.24211065680799,30676,25592,198179
273600,57,781.2972684436719,39295,25592,201031
278400,58,765.67132307479835,33081,25592,203773
283200,59,750.35789661330239,37073,25592,206470
288000,60,735.35073868103643,32287,25182,209168
292800,61,720.64372390741562,34571,25182,211858
297600,62,706.23084942926732,30966,24185,214444
302400,63,692.10623244068188,34277,23817,216963
307200,64,678.26410779186835,36610,23817,219484
312000,65,664.69882563603096,30267,23286,221919
316800,66,651.40484912331033,32463,23286,224403
321600,67,638.37675214084413,37637,23286,226867
326400,68,625.6092170980271,34707,23286,229219
331200,69,613.0970327560666,26600,22752,231586
336000,70,600.8350921009453,29749,22752,233943
340800,71,588.81839025892634,25570,22752,236292
345600,72,577.04202245374779,27564,22752,238678
350400,73,565.50118200467284,27513,22597,240901
355200,74,554.19115836457945,28062,22555,243154
360000,75,543.10733519728785,27108,22476,245250
364800,76,532.24518849334208,26890,22347,247388
369600,77,521.60028472347517,31437,22347,249511
374400,78,511.16827902900565,25545,22347,251541
379200,79,500.94491344842555,28810,22063,253628
384000,80,490.92601517945707,29972,21931,255569
388800,81,481.10749487586787,29419,21931,257665
393600,82,471.48534497835055,29188,21931,259641
398400,83,462.05563807878355,21610,20770,261540
403200,84,452.81452531720788,24432,20367,263384
408000,85,443.75823481086377,29795,20367,265236
412800,86,434.88307011464644,27535,20367,267089
417600,87,426.18540871235354,24622,20367,268895
422400,88,417.66170053810646,29243,20367,270637
427200,89,409.30846652734431,25421,20367,272291
432000,90,401.12229719679749,26335,20367,273979
436800,91,393.09985125286153,27949,19606,275653
441600,92,385.23785422780423,26388,19606,277287
446400,93,377.53309714324814,23875,19606,278908
451200,94,369.98243520038318,23803,19606,280426
456000,95,362.58278649637549,21572,19570,281867
460800,96,355.33113076644798,26550,19570,283294
465600,97,348.22450815111904,24578,19391,284721
470400,98,341.26001798809665,21316,17292,286145
475200,99,334.43481762833471,21789,17292,287562
480000,100,327.74612127576802,22150,17292,288926
484800,101,321.19119885025265,22868,17292,290314
489600,102,314.7673748732476,21510,17292,291608
494400,103,308.47202737578266,19283,16785,292774
499200,104,302.30258682826701,21135,16785,294045
504000,105,296.25653509170166,22901,16785,295196
508800,106,290.33140438986766,21158,16122,296331
513600,107,284.52477630207028,23631,16122,297420
518400,108,278.83428077602883,21295,16122,298591
523200,109,273.25759516050829,22052,16122,299803
528000,110,267.79244325729809,19918,16122,300858
532800,111,262.43659439215213,20042,15948,301890
537600,112,257.18786250430907,21777,15948,302985
542400,113,252.0441052542229,20397,15948,304025
547200,114,247.00322314913845,19910,15948,305022
552000,115,242.06315868615567,17995,15948,306078
556800,116,237.22189551243255,22918,15948,307044
561600,117,232.4774576021839,21978,15948,307933
566400,118,227.82790845014023,18839,15235,308806
571200,119,223.27135028113744,19612,15235,309660
576000,120,218.80592327551469,16930,14706,310443
580800,121,214.42980481000438,19162,14706,311223
585600,122,210.14120871380428,17582,14706,312128
590400,123,205.93838453952819,17439,14706,312944
595200,124,201.81961684873764,17011,14436,313707
600000,125,197.78322451176291,15874,14436,314379
604800,126,193.82756002152766,17111,14436,315100
