iteration,level,temperature,current,best,accepted
0,0,2733.0072394417225,52374,52374,0
4800,1,2733.0072394417225,46622,33949,4166
9600,2,2678.3470946528878,49574,33949,8347
14400,3,2624.7801527598299,42411,33949,12538
19200,4,2572.2845497046333,49498,33949,16702
24000,5,2520.8388587105405,49249,33949,20764
28800,6,2470.4220815363296,46150,33949,24894
33600,7,2421.0136399056032,42317,33949,29055
38400,8,2372.5933671074908,42152,31466,33112
43200,9,2325.141499765341,44574,30630,37192
48000,10,2278.6386697700341,43731,30630,41183
52800,11,2233.0658963746337,48316,30630,45209
57600,12,2188.4045784471409,45195,30630,49275
62400,13,2144.636486878198,41105,30630,53316
67200,14,2101.743757140634,41660,30630,57337
72000,15,2059.7088819978212,45424,30630,61375
76800,16,2018.5147043578647,41212,30630,65334
81600,17,1978.1444102707076,41460,30630,69287
86400,18,1938.5815220652935,41374,30630,73193
91200,19,1899.8098916239874,48432,29402,77140
96000,20,1861.8136937915076,46448,29402,81024
100800,21,1824.5774199156776,50753,29402,84866
105600,22,1788.0858715173638,44214,29402,88679
110400,23,1752.3241540870165,42630,29402,92459
115200,24,1717.277671005276,45779,29402,96261
120000,25,1682.9321175851705,39016,29402,100023
124800,26,1649.273475233467,42516,29402,103775
129600,27,1616.2880057287978,44562,29402,107597
134400,28,1583.9622456142217,38049,29402,111272
139200,29,1552.2830007019375,45074,29402,114991
144000,30,1521.2373406878987,35849,29101,118687
148800,31,1490.8125938741407,41869,29101,122395
153600,32,1460.996341996658,34426,29101,126063
158400,33,1431.7764151567246,42849,29101,129687
163200,34,1403.1408868535902,41020,29080,133258
168000,35,1375.0780691165185,39176,29080,136877
172800,36,1347.576507734188,37485,29080,140385
177600,37,1320.6249775795043,40661,29080,143857
182400,38,1294.2124780279141,37967,29080,147337
187200,39,1268.3282284673558,41629,29080,150766
192000,40,1242.9616638980087,33526,29080,154307
196800,41,1218.1024306200484,34651,29047,157697
201600,42,1193.7403820076474,38127,29047,161062
206400,43,1169.8655743674944,48388,29047,164497
211200,44,1146.4682628801445,36447,29047,167868
216000,45,1123.5388976225415,42667,29047,171189
220800,46,1101.0681196700907,37679,28078,174486
225600,47,1079.0467572766888,35253,27374,177712
230400,48,1057.4658221311552,34133,27374,180948
235200,49,1036.3165056885321,35229,27166,184252
240000,50,1015.5901755747612,36855,27166,187470
244800,51,995.27837206326603,36008,27166,190622
249600,52,975.37280462200067,39838,27041,193657
254400,53,955.86534852956061,39596,27041,196665
259200,54,936.74804155896936,39030,27041,199762
264000,55,918.01308072779,34518,24322,202781
268800,56,899.65281911323427,31462,24322,205696
273600,57,881.65976273096965,38814,24322,208731
278400,58,864.02656747635012,29157,24322,211570
283200,59,846.74603612682313,40110,24322,214550
288000,60,829.81111540428674,34370,24322,217466
292800,61,813.21489309620097,41089,24322,220326
297600,62,796.95059523427699,31925,24322,223151
