iteration,level,temperature,current,best,accepted
0,0,4568.6461092942827,45156,45156,0
4800,1,4568.6461092942827,49224,36415,4415
9600,2,4477.273187108397,50729,34400,8828
14400,3,4387.7277233662289,40526,34400,13270
19200,4,4299.9731688989041,51043,34400,17687
24000,5,4213.9737055209262,48538,34400,22093
28800,6,4129.6942314105072,47339,34400,26474
33600,7,4047.100346782297,50541,34400,30880
38400,8,3966.158339846651,50507,34400,35258
43200,9,3886.8351730497179,44809,34400,39626
48000,10,3809.0984695887232,52930,33860,44012
52800,11,3732.9165001969491,49212,33860,48349
57600,12,3658.2581701930098,44804,33860,52656
62400,13,3585.09300678915,45631,33860,56993
67200,14,3513.3911466533668,39588,33860,61324
72000,15,3443.1233237202991,42727,33860,65681
76800,16,3374.260857245893,44687,33860,69937
81600,17,3306.7756401009751,47495,33860,74208
86400,18,3240.640127298956,46992,33860,78503
91200,19,3175.8273247529764,44082,33860,82787
96000,20,3112.3107782579168,45295,33860,87034
100800,21,3050.0645626927585,47268,33860,91290
105600,22,2989.0632714389035,43414,33860,95518
110400,23,2929.2820060101253,47057,33225,99726
115200,24,2870.6963658899226,51269,33225,103949
120000,25,2813.2824385721242,42725,32403,108135
124800,26,2757.0167898006812,44511,32403,112333
129600,27,2701.8764540046677,41828,32403,116485
134400,28,2647.8389249245743,50911,32403,120664
139200,29,2594.8821464260832,48134,32403,124856
144000,30,2542.9845034975615,47670,31902,129000
148800,31,2492.1248134276102,44872,31902,133083
153600,32,2442.282317159058,46420,31902,137197
158400,33,2393.4366708158768,44181,31902,141299
163200,34,2345.5679373995595,43246,31902,145397
168000,35,2298.656578651568,47546,31902,149406
172800,36,2252.6834470785366,45304,31902,153532
177600,37,2207.6297781369658,50975,31902,157571
182400,38,2163.4771825742264,47205,31902,161615
187200,39,2120.2076389227418,41496,31902,165635
192000,40,2077.803486144287,44926,31902,169663
196800,41,2036.2474164214011,41380,31902,173636
201600,42,1995.522468092973,45933,31902,177583
206400,43,1955.6120187311135,45950,31902,181547
211200,44,1916.4997783564911,40867,31902,185419
216000,45,1878.1697827893613,37413,31602,189321
220800,46,1840.6063871335741,40918,31602,193190
225600,47,1803.7942593909027,43480,31602,197170
230400,48,1767.7183742030845,45630,31602,201061
235200,49,1732.3640067190227,39253,31259,204905
240000,50,1697.7167265846422,45637,31259,208678
244800,51,1663.7623920529493,42331,29829,212401
249600,52,1630.4871442118904,43615,29829,216220
254400,53,1597.8774013276525,43565,29829,220011
259200,54,1565.9198533010995,41668,29829,223686
264000,55,1534.6014562350774,41007,29829,227424
268800,56,1503.9094271103759,39002,29829,231099
273600,57,1473.8312385681684,36232,29628,234741
278400,58,1444.3546137968051,46372,29628,238471
283200,59,1415.467521520869,44297,28717,241999
288000,60,1387.1581710904516,40052,28717,245643
292800,61,1359.4150076686424,38824,28717,249195
297600,62,1332.2267075152697,41508,28717,252736
302400,63,1305.5821733649641,35051,28717,256244
307200,64,1279.4705298976648,42653,28717,259746
312000,65,1253.8811192997116,38202,28717,263247
316800,66,1228.8034969137175,42328,28717,266642
321600,67,1204.227426975443,41135,28717,270063
326400,68,1180.1428784359341,36691,28099,273414
331200,69,1156.5400208672154,39410,28099,276776
336000,70,1133.4092204498711,34707,28099,280029
340800,71,1110.7410360408737,41695,27658,283324
345600,72,1088.5262153200561,31933,24942,286516
350400,73,1066.755691013655,35202,24942,289797
355200,74,1045.4205771933819,35516,24942,292984
360000,75,1024.5121656495144,41160,24942,296177
364800,76,1004.021922336524,40228,24942,299415
369600,77,983.9414838897934,41882,24942,302630
374400,78,964.26265421199753,38366,24942,305801
379200,79,944.97740112775762,39008,24720,308746
384000,80,926.07785310520251,36286,24720,311818
388800,81,907.55629604309831,35695,24720,314854
393600,82,889.40517012223643,36339,24720,317766
398400,83,871.61706671979175,40001,24720,320786
403200,84,854.18472538539584,36133,24720,323689
408000,85,837.101030877688,29836,24720,326580
412800,86,820.35901026013426,32670,24720,329318
417600,87,803.95183005493152,30136,24720,332107
422400,88,787.87279345383286,39402,24720,334816
427200,89,772.11533758475628,37402,24720,337640
432000,90,756.67303083306115,35062,24720,340406
436800,91,741.53957021639985,27826,24720,343098
441600,92,726.70877881207184,25982,24720,345735
446400,93,712.17460323583043,33606,22964,348274
451200,94,697.9311111711138,38650,22964,350908
456000,95,683.97248894769155,33234,22964,353517
460800,96,670.29303916873766,34704,22964,356034
465600,97,656.88717838536286,36806,22964,358610
470400,98,643.74943481765558,34020,22964,361133
475200,99,630.87444612130253,30629,22964,363536
480000,100,618.25695719887653,34308,22887,365876
484800,101,605.89181805489898,34145,22887,368236
489600,102,593.77398169380092,27504,22887,370670
494400,103,581.89850205992491,34855,22887,372883
499200,104,570.26053201872639,26783,22887,375155
504000,105,558.85532137835196,26093,22887,377338
508800,106,547.67821495078488,33003,22887,379512
513600,107,536.72465065176914,29079,21226,381740
518400,108,525.99015763873376,28906,21226,383829
523200,109,515.47035448595909,30176,21226,385934
528000,110,505.16094739623986,28106,21226,388091
532800,111,495.05772844831512,30551,21226,390055
537600,112,485.1565738793488,28912,21226,392069
542400,113,475.45344240176178,26580,21226,394029
547200,114,465.94437355372656,28133,20266,395978
552000,115,456.625486082652,29190,20266,397856
556800,116,447.49297636099897,26380,20266,399775
561600,117,438.54311683377904,23240,20266,401602
566400,118,429.7722544971034,29945,20266,403404
571200,119,421.17680940716139,23931,20266,405209
576000,120,412.75327321901818,24624,20266,407006
580800,121,404.49820775463775,27513,19898,408702
585600,122,396.40824359954496,24067,19898,410362
590400,123,388.48007872755409,28912,19898,412035
595200,124,380.71047715300301,26060,18967,413656
600000,125,373.09626760994297,24527,18772,415124
604800,126,365.63434225774415,26628,18772,416664
609600,127,358.32165541258928,21401,18675,418109
614400,128,351.15522230433749,23743,18675,419640
619200,129,344.13211785825075,20919,17956,420978
624000,130,337.24947550108573,26952,17249,422351
628800,131,330.50448599106397,26011,17249,423899
633600,132,323.89439627124267,17885,17249,425161
638400,133,317.41650834581787,22856,17249,426553
643200,134,311.06817817890146,19655,17249,427824
648000,135,304.84681461532341,21863,17249,429126
652800,136,298.7498783230169,26480,17249,430314
657600,137,292.77488075655657,19944,16895,431497
662400,138,286.91938314142544,19127,16526,432603
667200,139,281.18099547859697,23524,16526,433789
672000,140,275.557375569025,20487,16012,434806
676800,141,270.0462280576445,20404,16012,435917
681600,142,264.64530349649158,19549,15543,437035
686400,143,259.35239742656177,17997,15543,438002
691200,144,254.16534947803052,20801,15496,438869
696000,145,249.08204248846991,18416,15496,439819
700800,146,244.1004016387005,20726,15496,440818
705600,147,239.21839360592648,20337,15496,441830
710400,148,234.43402573380794,18451,15496,442752
715200,149,229.74534521913179,20579,15496,443645
720000,150,225.15043831474912,19648,15496,444509
724800,151,220.64742954845414,17470,15261,445277
729600,152,216.23448095748509,18414,15261,446109
734400,153,211.90979133833537,18990,15261,446910
739200,154,207.67159551156868,18946,14629,447684
744000,155,203.51816360133728,17506,14629,448458
748800,156,199.44780032931052,18321,14629,449176
753600,157,195.4588443227243,17406,14138,449857
758400,158,191.54966743626983,15845,14138,450535
763200,159,187.71867408754443,15928,14119,451175
768000,160,183.96430060579354,17957,14119,451877
772800,161,180.28501459367766,17617,14119,452531
777600,162,176.67931430180411,18897,13649,453107
782400,163,173.14572801576804,16642,13649,453677
787200,164,169.68281345545267,14522,13649,454317
792000,165,166.28915718634363,17719,13649,454940
796800,166,162.96337404261672,14808,13649,455533
801600,167,159.70410656176441,16830,12856,455990
806400,168,156.51002443052911,15723,12856,456620
811200,169,153.37982394191852,18665,12856,457129
816000,170,150.31222746308015,15614,12856,457623
820800,171,147.30598291381855,17569,12856,458156
825600,172,144.35986325554217,16094,12856,458592
830400,173,141.47266599043132,14196,12856,459013
835200,174,138.64321267062269,14086,12772,459413
840000,175,135.87034841721024,15664,12772,459840
844800,176,133.15294144886602,13570,12772,460250
849600,177,130.4898826198887,15338,12772,460668
854400,178,127.88008496749092,15193,12772,461081
859200,179,125.3224832681411,15881,12772,461511
864000,180,122.81603360277828,13462,12683,461864
868800,181,120.35971293072271,14192,12505,462186
873600,182,117.95251867210825,14285,12505,462514
878400,183,115.59346829866608,12949,12345,462797
883200,184,113.28159893269276,15398,12345,463141
888000,185,111.0159669540389,13315,12345,463508
892800,186,108.79564761495813,13000,12294,463808
897600,187,106.61973466265896,14182,12294,464116
902400,188,104.48733996940578,13380,12170,464373
907200,189,102.39759317001767,12891,12170,464704
912000,190,100.34964130661731,15048,12170,464956
