iteration,level,temperature,current,best,accepted
0,0,2315.8225569223978,54148,54148,0
4800,1,2315.8225569223978,40149,31389,4074
9600,2,2269.5061057839498,43418,31389,8144
14400,3,2224.1159836682705,43789,31389,12186
19200,4,2179.6336639949054,45071,31389,16224
24000,5,2136.040990715007,44840,31389,20236
28800,6,2093.3201709007067,39960,31389,24320
33600,7,2051.4537674826925,49594,31096,28277
38400,8,2010.4246921330387,47446,31096,32219
43200,9,1970.2161982903779,51008,31096,36104
48000,10,1930.8118743245702,45259,31096,40013
52800,11,1892.1956368380788,39550,31096,43924
57600,12,1854.3517241013174,40413,31096,47822
62400,13,1817.2646896192909,47580,31096,51774
67200,14,1780.919395826905,40906,31096,55635
72000,15,1745.3010079103669,44973,31096,59439
76800,16,1710.3949877521595,43818,31096,63225
81600,17,1676.1870879971164,37816,31096,66999
86400,18,1642.663346237174,40173,31096,70800
91200,19,1609.8100793124304,39300,31096,74543
96000,20,1577.613877726182,46025,31096,78335
100800,21,1546.0616001716583,43090,30415,82078
105600,22,1515.140368168225,39628,30415,85754
110400,23,1484.8375608048605,41100,30415,89431
115200,24,1455.1408095887632,40646,29799,93063
120000,25,1426.037993396988,42131,28560,96679
124800,26,1397.5172335290481,39673,28560,100187
129600,27,1369.5668888584671,47016,28560,103716
134400,28,1342.1755510812977,40483,28560,107370
139200,29,1315.332040059672,27231,27231,110822
144000,30,1289.0253992584785,36274,27231,114235
148800,31,1263.2448912733089,43757,27231,117741
153600,32,1237.9799934478426,38941,27231,121144
158400,33,1213.2203935788857,40458,27231,124533
163200,34,1188.9559857073082,36700,27231,127955
168000,35,1165.176865993162,38039,27231,131337
172800,36,1141.8733286732986,41114,27231,134709
177600,37,1119.0358620998327,43155,27231,137979
182400,38,1096.6551448578359,39466,27231,141315
187200,39,1074.7220419606792,40769,27231,144556
192000,40,1053.2276011214656,42126,27231,147752
196800,41,1032.1630490990362,34541,27231,150923
201600,42,1011.5197881170554,34966,27231,154132
206400,43,991.28939235471432,36826,27231,157395
211200,44,971.46360450762006,41213,27231,160519
216000,45,952.03433241746757,36906,24650,163587
220800,46,932.9936457691183,35770,24650,166640
225600,47,914.33377285373581,40441,24650,169738
230400,48,896.04709739666123,37190,24650,172711
235200,49,878.1261554487279,35058,24650,175562
240000,50,860.56363233975321,39861,24650,178487
244800,51,843.3523596929582,35058,24141,181378
249600,52,826.485312499099,38541,24141,184267
254400,53,809.95560624911695,32892,24141,187156
259200,54,793.75649412413463,35031,24141,189988
264000,55,777.88136424165191,32959,24141,192695
268800,56,762.32373695681895,33847,24141,195350
273600,57,747.07726221768257,33989,24141,198110
278400,58,732.13571697332895,34946,24141,200799
283200,59,717.49300263386237,28556,24141,203505
288000,60,703.14314258118509,32290,24141,206144
292800,61,689.08027972956131,28880,24141,208742
297600,62,675.29867413497016,30821,24141,211240
302400,63,661.7927006522707,26263,23473,213708
307200,64,648.55684663922534,29170,23473,216121
312000,65,635.58570970644087,33247,23473,218597
316800,66,622.87399551231204,29799,23473,220990
321600,67,610.41651560206572,32855,23473,223328
326400,68,598.2081852900244,37085,23473,225773
331200,69,586.2440215842239,28353,23473,228103
336000,70,574.51914115253942,28122,23473,230411
340800,71,563.0287583294886,28569,21539,232536
345600,72,551.76818316289882,33185,21539,234758
350400,73,540.73281949964087,27526,21455,236778
355200,74,529.91816310964805,29752,21455,238957
360000,75,519.3197998474551,29860,21455,241113
364800,76,508.93340385050595,27315,20823,243205
