iteration,level,temperature,current,best,accepted
0,0,3621.0976539767912,45860,45860,0
4800,1,3621.0976539767912,48291,35781,4320
9600,2,3548.6757008972554,45007,35516,8705
14400,3,3477.7021868793099,52125,35516,13068
19200,4,3408.1481431417237,48984,35516,17412
24000,5,3339.9851802788889,48487,34404,21733
28800,6,3273.1854766733113,44914,34404,26064
33600,7,3207.7217671398448,48634,34404,30310
38400,8,3143.5673317970482,42320,34404,34588
43200,9,3080.6959851611068,46590,34266,38826
48000,10,3019.0820654578847,45564,34266,43028
52800,11,2958.7004241487271,47453,34266,47276
57600,12,2899.5264156657527,42270,32717,51468
62400,13,2841.5358873524374,42260,32717,55679
67200,14,2784.7051696053886,46613,32717,59823
72000,15,2729.0110662132806,45785,32717,64015
76800,16,2674.4308448890151,42654,31715,68147
81600,17,2620.9422279912346,46618,31715,72297
86400,18,2568.5233834314099,49785,31715,76398
91200,19,2517.152915762782,42161,31715,80549
96000,20,2466.8098574475262,51356,31715,84672
100800,21,2417.4736602985754,48921,31715,88776
105600,22,2369.1241870926037,41316,31715,92889
110400,23,2321.7417033507518,44157,31715,96925
115200,24,2275.3068692837364,43625,31715,100992
120000,25,2229.8007318980617,42519,31715,105047
124800,26,2185.2047172601006,53641,31382,109053
129600,27,2141.5006229148985,39284,31382,113027
134400,28,2098.6706104566006,45767,31382,117004
139200,29,2056.6971982474688,47482,31382,121027
144000,30,2015.5632542825194,45640,31382,125022
148800,31,1975.2519891968691,37800,30516,128912
153600,32,1935.7469494129314,42743,30516,132827
158400,33,1897.0320104246728,46355,30516,136751
163200,34,1859.0913702161795,37079,30516,140614
168000,35,1821.9095428118558,42611,30083,144482
172800,36,1785.4713519556185,40029,29480,148266
177600,37,1749.7619249165061,43227,29480,152119
182400,38,1714.7666864181761,36540,29480,155957
187200,39,1680.4713526898126,43886,29480,159719
192000,40,1646.8619256360162,44390,29480,163526
196800,41,1613.9246871232958,45249,29480,167250
201600,42,1581.6461933808298,35147,29480,171023
206400,43,1550.0132695132131,45555,29480,174702
211200,44,1519.0130041229488,34688,29480,178384
216000,45,1488.6327440404898,39477,29480,182100
220800,46,1458.86008915968,42455,29480,185744
225600,47,1429.6828873764864,36390,27588,189383
230400,48,1401.0892296289567,39384,27588,193015
235200,49,1373.0674450363774,43099,27588,196631
240000,50,1345.6060961356498,40824,27588,200166
244800,51,1318.6939742129368,42191,27588,203695
249600,52,1292.320094728678,36679,27588,207202
254400,53,1266.4736928341044,41999,27588,210652
